,end_to_end_latency,throughput,cpu_usage,number_of_streams,number_of_users,ping,bandwidth,instantiation_time,time_to_connect,time_to_deploy_new_instance,mem_usage
470,7529.201,1.61E+11,16305.88,724.7655,10604.39,71258.16,15094714,16.14628,5043.622,12078.4,5.19E+19
471,6248.393,6.34E+11,41680.5,4608.414,12951.15,2744643,70369993,12.40146,4424.692,10039.42,1.30E+23
472,5166.672,3.65E+10,38106.61,9312.552,3710.804,11211554,43833643,10.14906,6650.207,8276.902,1.26E+21
473,10621.1,1.64E+12,134.0209,6222.043,2918.775,5036594,6121941,9.12079,6768.726,17072.19,5.78E+20
474,3372.688,1.67E+11,41903.87,8806.584,9181.674,10044006,28569248,9.81751,12523.46,5408.497,1.53E+22
475,10562.99,1.23E+12,26044.73,273.4964,9167.006,11340.07,19061470,8.097052,4293.005,16985.79,1.06E+22
476,7373.658,1.08E+12,28680.47,3787.925,9269.677,1879126,20896579,11.75902,7532.512,11853.77,1.64E+18
477,2089.89,1.76E+10,42484.63,5675.05,9035.001,4196289,23337184,10.96949,9626.339,3334.952,7.07E+20
478,101.1031,1.53E+10,34264.68,3952.023,117.3377,2047716,38716481,11.44481,10139.92,120.9568,2.48E+22
479,316.2051,1.15E+11,40429.64,4280.219,9915.034,2366335,71584702,12.58578,3239.507,483.8272,1.29E+20
480,3358.544,1.39E+11,26000.05,1230.734,3373.458,198381.1,10627987,10.90814,4319.342,5373.938,1.05E+23
481,4629.816,7.30E+10,40831.7,11705.65,13875.18,17776530,29885085,8.074936,5030.454,7430.204,1.70E+21
482,5914.268,7.45E+11,38508.67,4129.796,1554.724,2232879,20636415,10.55694,10363.79,9503.749,2.40E+17
483,7007.65,9.62E+10,15323.06,7411.752,4165.488,7093046,28577744,9.271174,11812.35,11248.98,8.08E+16
484,3862.457,6.89E+11,19879.77,5401.554,13420.5,3785488,8777943,9.405212,9481.483,6186.077,6.34E+21
485,1046.553,1.21E+11,15814.47,11391.13,8037.631,16836450,15047968,9.377276,5939.096,1658.836,3.49E+20
486,6177.833,4.22E+11,12285.25,13073.13,2772.103,22131913,30451933,6.332175,10284.78,9901.179,1.17E+23
487,873.264,8.02E+11,43914.18,6468.19,4282.825,5454091,62454252,9.094733,12391.77,1382.364,6.48E+20
488,644.51,1.32E+12,24391.8,7083.557,6453.572,6479502,10981658,10.17658,10732.51,1019.493,1.16E+19
489,1128.434,4.40E+08,15903.81,13319.27,132.0049,22983754,20499363,9.060043,579.424,1779.793,1.66E+20
490,5602.947,9.99E+09,10855.69,8095.493,3754.806,8503966,4264831,11.23253,8204.117,8985.363,1.61E+21
491,1511.407,8.79E+11,2189.008,11650.95,11543.09,17535474,3286050,8.653293,11944.04,2419.136,1.91E+23
492,8570.641,1.65E+12,6924.413,4758.837,8477.647,2968464,771680.2,10.83971,12194.24,13771.8,6.85E+22
493,5250.84,1.17E+08,38151.28,11322.75,9812.364,16618575,39686488,9.031829,1422.223,8415.138,2.19E+20
494,1697.16,5.39E+10,28412.43,10474.91,12657.8,14164855,19639359,11.72828,421.3993,2695.609,1.89E+20
495,843.5316,2.94E+11,30244.05,9066.406,10003.04,10614503,52392642,14.34392,3739.918,1330.525,1.45E+23
496,6677.961,7.98E+09,33415.88,4635.764,14139.19,2787066,29113075,10.72358,474.0742,10713.32,9.49E+22
497,3881.469,4.83E+10,40206.27,8423.689,6380.236,9207530,34744385,9.197423,92.18109,6220.636,2.92E+19
498,717.7034,1.37E+11,25106.58,9722.797,3666.803,12221696,13388907,14.1839,8283.129,1123.17,2.03E+22
499,2535.893,8.90E+10,26089.4,8355.315,8653.654,9066403,11454653,12.55302,8888.891,4077.972,1.54E+23
500,2823.972,1.18E+10,670.1045,8724.535,5250.861,9890776,3793212,11.29788,1053.498,4527.241,2.66E+22
501,185.7069,7.80E+11,2859.113,7657.899,13493.83,7622857,16997713,7.135556,9086.422,276.4727,1.12E+23
502,7699.075,1.36E+11,2993.133,11869.74,10164.38,18249695,1875774,12.70409,2502.058,12354.87,1.45E+23
503,2805.565,1.56E+10,27652.98,54.69928,1188.044,1125.875,11227933,10.0613,11048.56,4492.682,6.10E+20
504,8890.494,1.14E+11,42216.58,2311.045,161.3393,691706.5,71680027,12.29034,11588.48,14272.9,1.66E+18
505,3322.522,7.79E+11,16797.29,6194.693,2845.439,4996138,11487264,8.518705,11996.71,5339.379,1.22E+21
506,7734.82,2.26E+11,8756.032,12430.41,9651.024,20016269,11070644,8.768374,11509.47,12423.99,2.76E+19
507,353.5155,1.18E+11,13759.48,6030.596,7348.272,4725873,2666185,11.5554,11311.94,535.6659,2.52E+22
508,7486.604,5.57E+11,30154.7,6509.214,1349.383,5512098,43885232,12.30019,342.3869,12026.56,6.00E+18
509,9423.57,1.24E+11,5003.447,6098.97,14095.19,4823335,9499286,9.621451,9902.883,15154.16,6.92E+21
510,3162.973,3.47E+11,12687.31,7220.305,14535.21,6795197,15975110,10.4179,3410.7,5062.907,8.18E+22
511,971.849,6.28E+10,22426.16,13278.25,572.0212,22797059,12210599,11.5296,10903.71,1537.879,2.51E+21
512,9267.903,1.37E+12,9828.199,3227.258,5162.858,1348444,3330988,8.635749,2633.745,14877.69,2.60E+22
513,2099.904,7.81E+11,44405.59,1996.524,5045.52,516323,76110146,10.82794,9731.689,3369.511,6.46E+22
514,1429.247,1.49E+12,24481.15,8998.032,10369.72,10459207,25792821,9.245611,8783.541,2298.179,9.26E+21
515,3929.159,1.97E+12,20773.24,6345.116,11367.09,5232108,17036682,8.354602,9455.146,6289.754,7.71E+22
516,148.1973,1.05E+10,19075.64,6481.865,3564.132,5485790,6767109,6.717151,5241.153,207.3545,5.31E+22
517,3651.821,6.27E+11,1027.494,9818.521,8140.302,12477599,9459639,6.299311,12088.89,5840.486,5.40E+20
518,8235.997,1.67E+12,37302.48,11979.14,10017.7,18570793,38088358,8.71875,12128.4,13218.85,4.68E+20
519,1714.641,6.30E+11,10632.32,8915.983,5456.202,10279872,6827671,7.756802,13129.22,2747.448,9.66E+22
520,9642.514,6.84E+11,14786.97,5852.823,2552.095,4435036,31568575,9.35652,11548.97,15499.75,1.39E+20
521,9132.53,2.01E+11,29216.56,9189.479,9152.339,10915923,46672958,7.998874,1040.329,14670.33,1.09E+22
522,8718.917,1.58E+12,41189.09,2105.922,3065.447,572706.7,32258913,10.00574,12826.34,13996.43,6.76E+22
523,8818.374,5.65E+10,27295.59,6810.06,14388.53,6009892,7768889,11.72184,11061.73,14169.23,4.67E+21
524,540.9609,1.36E+12,26312.77,8040.794,2258.75,8381817,13016421,7.64158,10232.1,863.9772,6.70E+17
525,2180.077,3.12E+11,14206.22,10146.72,9416.349,13332662,6871655,8.883183,6018.108,3473.188,1.65E+23
526,6931.445,1.04E+11,32254.36,13592.77,9108.338,23875222,38202991,8.827439,2936.626,11128.03,7.99E+18
527,561.4611,2.35E+09,29976.01,806.8144,12364.46,85707.78,21086950,9.359117,5767.902,881.2568,1.28E+20
528,8442.116,2.08E+10,40384.96,218.7971,12261.79,7751.902,65927672,8.141372,6255.145,13547.16,1.65E+23
529,3558.343,1.77E+11,12151.23,8669.836,3358.791,9764595,6437094,11.73146,12470.78,5702.25,5.00E+16
530,10310.62,3.93E+09,39625.51,2557.191,1613.393,849948.6,37024722,12.1052,1474.897,16571.08,6.43E+20
531,5127.699,5.28E+10,15948.49,4375.942,13860.51,2484739,27332824,7.249662,2383.54,8225.063,2.17E+19
532,8173.536,6.97E+11,25240.6,5251.131,13904.52,3599188,14752864,5.917679,5135.803,13132.45,2.63E+21
533,7865.597,9.28E+11,4735.405,4786.187,8770.992,2960838,4195388,9.706227,2093.828,12631.35,5.30E+22
534,2573.355,6.55E+10,28993.19,13004.75,6101.559,21848383,46070171,12.24746,803.2923,4129.811,1.47E+23
535,7898.05,6.29E+11,38374.65,2365.744,12217.79,732265.3,65961612,6.467612,9534.158,12700.47,3.76E+22
536,929.9282,7.93E+09,11481.12,6003.246,894.6998,4654519,12882229,9.753515,316.0494,1468.761,4.43E+22
537,599.1765,1.64E+12,31003.5,3076.834,13479.17,1238793,29282556,10.16479,7716.874,933.0954,4.29E+21
538,7717.443,1.90E+11,27474.28,6057.945,1202.711,4777451,24116740,8.649225,6294.651,12389.43,8.26E+21
539,7777.221,1.38E+12,21845.41,7288.679,6512.241,6891835,27602493,9.576716,3529.219,12493.11,3.30E+19
540,2909.588,4.20E+11,21309.32,9968.944,4312.16,12872687,6571062,10.75764,526.7491,4665.477,2.91E+21
541,520.5462,1.80E+10,44271.57,7507.476,11323.09,7316666,70740137,9.921143,10600.83,829.4181,1.65E+21
542,3807.716,1.69E+12,38687.37,6331.442,8316.308,5194350,27845613,13.33858,13063.38,6116.959,2.38E+22
543,3762.284,1.36E+11,27876.35,9476.65,13053.82,11659528,25272107,9.510131,5873.252,6013.281,3.15E+21
544,3483.515,1.80E+12,3752.585,2228.996,44.00163,661580.1,4525797,10.69201,7993.417,5581.293,2.16E+18
545,1548.784,4.15E+11,8353.969,7042.532,12716.47,6405771,18985130,10.14497,6544.857,2453.695,1.32E+23
546,394.0002,8.10E+09,30824.81,998.2619,2742.768,133245.8,28245063,12.71716,9718.52,622.0636,6.42E+22
547,5162.761,1.79E+12,9560.158,1353.807,12041.78,249256.5,2535173,12.47156,10851.03,8294.181,2.33E+20
548,1009.229,1.57E+11,26536.14,5593.001,13655.17,4068258,13416580,8.772211,5846.915,1606.998,1.36E+22
549,8243.65,1.20E+11,3082.481,6276.742,10325.72,5101734,6183313,9.165424,6031.277,13253.41,3.01E+21
550,10557.98,2.76E+11,2635.744,4430.642,12525.8,2535739,412766.1,12.59185,4832.923,16951.23,9.72E+21
551,5794.658,1.04E+11,31628.93,1873.45,5778.881,464769.5,22000689,7.136215,6083.952,9296.395,2.11E+22
552,3996.986,3.72E+11,14742.3,7767.298,11777.77,7838485,4434473,10.38094,4885.598,6427.991,3.77E+21
553,5345.372,7.10E+11,7907.233,1189.709,14432.53,187659.2,17569585,10.14875,12299.59,8587.934,2.24E+22
554,4716.525,2.79E+10,36096.3,574.3424,9196.341,48173.85,22396375,9.864478,7361.318,7568.44,5.19E+19
555,6597.706,2.36E+11,31762.95,232.4719,11279.08,8122.066,13816159,15.47008,11101.24,10609.64,6.96E+21
556,255.568,1.73E+10,25687.34,4006.722,11880.44,2104815,9148478,10.05468,2778.601,380.15,1.43E+23
557,2744.684,2.22E+12,13357.42,7124.581,10237.71,6582299,33474858,9.982633,12589.3,4389.004,1.06E+21
558,2927.825,1.82E+11,11883.19,6741.686,8301.641,5925259,20826620,10.12076,4753.91,4682.757,1.16E+22
559,4226.188,7.99E+10,30065.36,2146.947,13963.18,602764.7,16520523,11.95319,6281.483,6790.861,6.10E+21
560,1801.399,6.75E+11,1116.841,11965.47,3168.117,18525130,1045659,5.68174,4411.524,2868.404,8.87E+22
561,9945.926,1.03E+11,8085.928,8218.567,8360.31,8770180,15310471,11.12705,4477.367,15966.3,1.14E+21
562,7631.915,2.69E+11,6567.024,464.9439,4576.17,29519.91,2145740,10.06737,7940.742,12251.2,1.94E+21
563,1110.603,2.21E+10,357.3891,6263.068,3813.475,5114352,8176957,8.764707,8388.479,1745.234,3.29E+20
564,6387.473,2.73E+11,20996.61,12088.54,4297.493,18883671,30502548,13.45111,2962.964,10264.05,7.71E+22
565,930.4682,1.81E+11,25732.01,2215.321,13361.83,652388.2,12007506,11.24808,2475.721,1486.041,5.50E+22
566,5392.548,1.41E+11,28814.49,2543.517,8668.321,858663.4,13849608,11.26574,12233.75,8639.772,2.31E+21
567,1709.894,1.13E+12,41546.48,11432.15,4928.183,16915455,17324551,9.425167,3858.437,2730.168,5.25E+16
568,9332.856,3.68E+10,17690.76,8163.868,5338.864,8630010,5295161,7.633379,11009.06,14981.37,7.86E+22
569,2492.43,2.63E+11,44450.27,2885.387,12291.12,1075021,63158222,10.30719,4042.799,3974.295,2.54E+23
570,1397.559,6.61E+11,6298.982,1244.409,14183.19,206688.7,7237425,10.3859,5965.433,2229.061,1.11E+21
571,3946.662,3.89E+09,2546.397,6126.319,13039.15,4877633,1155914,10.42013,842.7985,6341.593,3.58E+22
572,8536.538,4.82E+11,15591.1,3049.485,5646.876,1208159,23282649,11.80224,10943.21,13719.96,3.04E+19
573,6437.812,2.42E+10,43244.08,5634.026,6922.923,4097538,33279109,12.13734,2581.07,10350.45,8.69E+21
574,338.2438,1.51E+10,44539.61,902.5381,13317.83,106158.7,68951996,7.467105,3766.256,518.3863,4.74E+21
575,7426.234,1.03E+12,38464,1818.751,12129.78,428286.9,18262877,12.08189,4543.211,11922.89,1.16E+22
576,4832.375,2.02E+10,12508.62,11445.82,11249.75,16992841,5906501,9.601276,7506.174,7741.236,1.39E+21
577,6223.279,1.80E+12,32388.38,12403.06,6277.566,19923014,18067870,11.94571,10100.41,10004.86,1.22E+19
578,6776.469,5.08E+11,32790.45,6864.76,9504.352,6138045,59591429,11.31639,855.9672,10868.83,3.24E+22
579,6438.244,2.32E+11,18271.52,13442.35,3021.445,23365245,20212506,10.78355,4819.754,10333.17,9.53E+21
580,2483.669,3.14E+10,14920.99,12252.64,2860.106,19446529,20407136,8.192156,10416.46,3957.016,1.36E+21
581,9653.452,1.34E+12,27206.24,451.2691,1921.405,29183.28,17580412,8.878793,10258.44,15517.03,1.62E+22
582,320.3828,1.01E+12,5718.225,10543.29,10267.05,14450269,8063089,7.75029,4213.993,501.1068,3.70E+20
583,3267.114,1.94E+11,22828.23,10680.03,733.3605,14754989,36691492,11.20211,8730.866,5235.702,3.12E+15
584,5958.596,1.01E+11,40161.6,10406.54,9563.021,14070384,27546543,5.117202,11206.59,9555.588,5.48E+20
585,3574.097,2.64E+11,27831.67,8396.339,13508.5,9183933,39078279,11.91436,3753.087,5719.529,1.12E+22
586,7600.058,5.80E+11,28233.74,3418.705,3740.139,1510937,23375130,8.175142,11325.11,12216.64,1.98E+18
587,9372.779,9.57E+11,13982.85,5114.383,12643.14,3397370,10192602,12.94697,7874.899,15050.48,1.39E+23
588,698.067,1.67E+11,37570.53,9107.43,8404.311,10790883,16949185,13.44584,5820.577,1105.891,1.67E+20
589,377.067,3.95E+11,26223.42,929.8878,9636.357,121400.4,39322815,10.35973,10613.99,570.225,2.38E+22
590,4996.268,1.08E+11,2054.987,13264.58,176.0065,22799091,14978272,8.199004,12602.47,8017.709,3.92E+21
591,2696.523,7.56E+11,17914.13,8902.308,9064.336,10245965,7915510,9.734541,12286.42,4302.607,9.26E+21
592,9360.43,4.27E+10,14518.93,10953.53,8330.975,15497464,2624218,12.51947,1948.972,15033.2,3.69E+20
593,6972.603,1.06E+11,11347.1,6782.711,5852.217,5997923,8822473,11.02615,12905.35,11197.14,4.51E+20
594,6371.839,2.04E+12,17199.35,4963.96,4678.84,3186710,23846762,11.62875,11983.54,10229.49,3.95E+21
595,7151.075,2.40E+11,15233.71,13579.1,3432.127,23845723,17229428,9.277658,6716.051,11490.9,6.70E+21
596,100.0036,2.13E+10,3663.238,8259.591,12305.79,8806803,911108.5,6.809455,11114.41,138.2364,2.06E+23
597,10178.43,2.89E+11,36274.99,6987.833,9445.683,6333972,30871534,13.75236,2317.696,16363.73,1.71E+23
598,5116.005,3.36E+10,11838.51,3268.282,2669.432,1411818,4834580,13.82454,9507.821,8207.784,3.58E+20
599,7678.799,1.04E+10,29439.92,3377.681,73.33605,1487333,15981197,14.74471,5148.972,12320.32,3.24E+21
600,6398.666,9.62E+10,89.34727,10570.64,12320.46,14476974,5948250,11.71567,8757.203,10281.33,2.96E+22
601,8950.31,1.08E+11,13223.4,697.4158,8433.646,68293.27,24418564,11.12666,9415.64,14393.86,1.19E+20
602,4193.604,8.57E+11,23364.31,11459.5,11029.74,17056527,10786989,11.10236,13116.05,6721.743,6.48E+21
603,10307.74,2.05E+10,11793.84,9052.731,12613.8,10608218,25058530,13.72496,6874.075,16553.8,5.08E+21
604,7174.859,8.89E+11,36811.07,1846.101,12863.14,448402.3,38546391,8.30098,10021.4,11508.18,6.48E+22
605,7475.707,4.91E+11,11436.45,4991.309,7186.933,3237930,5347240,10.00996,8401.648,11992,6.72E+20
606,9065.122,1.28E+10,19522.38,4854.561,13992.52,3067918,9366906,10.99357,1896.297,14549.38,2.57E+23
607,3429.549,4.73E+10,7415.823,7685.249,6600.245,7623206,2088525,10.70601,8625.516,5494.895,7.66E+22
608,5737.027,2.59E+11,10051.57,205.1223,396.0147,6487.378,1592463,7.618683,3200.001,9192.718,4.53E+18
609,9068.646,1.66E+12,25017.23,1627.304,704.0261,354366.4,19484476,7.896844,6492.182,14583.94,2.11E+22
610,4875.711,1.04E+11,25553.32,10898.83,3520.13,15367940,31876322,7.68165,131.6873,7827.634,4.09E+21
611,6226.751,4.93E+09,31673.61,7028.857,7729.62,6409897,17542241,8.764642,2225.515,9987.577,1.80E+21
612,7090.127,6.30E+09,44226.9,5729.75,13156.49,4276276,78591157,8.626721,8414.816,11404.5,7.54E+22
613,8499.707,1.62E+12,10185.59,7945.07,5632.209,8165054,3874123,6.468018,5912.758,13650.84,1.18E+23
614,5011.421,1.75E+11,15680.45,505.9683,10839.07,37654.56,4880546,12.56891,3213.169,8052.268,4.94E+22
615,6761.41,1.06E+11,39804.21,9326.227,13112.49,11299129,16096271,12.79565,5609.878,10851.55,5.43E+21
616,4352.072,7.68E+09,43958.86,13483.37,14329.86,23510121,67067132,11.36227,2976.132,6998.215,5.73E+20
617,4308.193,7.67E+09,17154.68,8587.787,1100.041,9545444,19800063,12.79333,776.9549,6894.538,6.24E+22
618,4998.428,2.01E+11,22694.21,11500.52,9020.334,17078894,8517233,7.636923,605.7614,8034.988,1.63E+23
619,7487.134,3.48E+11,13491.44,136.7482,4620.171,3964.817,22491773,9.278018,10429.63,12009.28,3.74E+22
620,252.544,1.17E+12,4869.426,3459.729,1510.723,1546560,4620444,11.6082,7216.462,397.4295,4.66E+22
621,7055.783,3.86E+11,16350.55,10967.21,11924.44,15587354,19009799,8.326984,12167.9,11318.1,2.54E+23
622,10429.48,3.00E+10,223.3682,4211.845,5412.201,2311145,19759354,11.37121,1869.959,16761.16,1.00E+19
623,1626.12,3.96E+11,39580.84,12197.94,3138.783,19219515,33948786,11.13506,10521.81,2609.211,2.41E+20
624,10373.18,1.01E+10,21979.43,11883.42,3490.796,18256248,23862857,9.557473,4806.585,16657.48,4.26E+20
625,1738.906,1.31E+12,14072.19,1312.783,3124.116,233232.6,20432677,9.834099,12918.52,2782.007,3.09E+21
626,3539.471,3.32E+11,24525.82,6167.344,3476.129,4945289,29359186,9.220454,11957.2,5684.97,9.38E+22
627,8115.321,4.46E+09,24838.54,2598.216,10824.4,885701.9,21312124,13.45917,974.4858,13046.06,4.91E+21
628,2243.844,1.40E+12,40697.68,12840.66,14021.85,21399223,54816207,10.08126,7572.018,3594.145,3.56E+21
629,1224.396,6.46E+09,8309.296,4649.439,513.3524,2833632,6745177,9.511305,3173.663,1935.309,1.35E+21
630,5593.57,3.29E+11,31405.56,7821.997,7362.94,7971647,39069750,9.535204,6110.289,8968.084,3.08E+22
631,6984.877,1.73E+10,5941.593,11760.35,366.6803,17854581,501412.5,8.580521,9613.171,11231.7,8.54E+21
632,2891.55,1.50E+12,32924.47,943.5626,1848.068,119508.7,33487203,11.23025,11232.92,4630.918,9.32E+20
633,3544.351,2.26E+11,22247.47,13045.78,4238.824,21971799,26773293,6.511933,8994.24,5667.691,1.22E+19
634,3342.194,5.20E+11,11570.47,11144.98,3828.142,16077165,6837341,11.08238,12510.29,5356.659,4.18E+19
635,3111.733,2.04E+10,3618.564,2652.915,6849.587,915124.3,18556835,13.62609,7848.561,4976.509,6.31E+18
636,5967.18,2.24E+10,15457.08,2570.866,11015.07,872219.8,10716898,9.718357,7400.825,9590.147,1.28E+20
637,2348.318,4.98E+11,31494.91,8820.259,12496.46,10048899,10622332,11.54078,8770.372,3749.661,4.87E+22
638,7537.779,6.80E+11,43199.4,10502.26,9299.011,14345033,34875141,10.01493,9218.109,12112.96,7.90E+22
639,3832.375,2.88E+11,26893.53,2406.768,6937.59,751504,22219374,8.957159,1764.609,6134.238,4.61E+21
640,6169.613,9.10E+11,36453.68,13332.95,4048.15,23029826,39091436,7.189248,8072.43,9918.459,1.69E+22
641,9212.353,8.25E+11,9292.116,2447.793,5470.869,779565.9,4820427,11.18303,12984.36,14808.57,1.02E+17
642,4199.919,5.33E+11,23453.66,6399.816,8184.303,5323747,8793217,12.59282,2804.939,6739.022,2.93E+21
643,4593.071,5.27E+11,2323.029,6427.165,8917.664,5336494,21362234,8.521468,105.3498,7361.086,7.59E+22
644,10042.57,9.26E+10,42797.34,2789.663,14153.86,1029371,25182133,8.323154,10916.87,16139.09,2.04E+23
645,6699.388,1.15E+12,41814.52,9203.154,14197.86,10979408,44035728,8.133386,8217.286,10747.88,4.93E+22
646,7802.758,1.24E+12,3841.932,5907.522,9357.68,4550071,13694082,12.18579,3516.05,12544.95,2.56E+22
647,8647.195,1.17E+12,30333.4,6591.263,6981.592,5627415,31984032,10.94724,7295.475,13892.75,2.66E+20
648,5500.07,3.35E+10,29573.95,259.8216,3725.471,9558.766,19278841,11.46053,10995.89,8847.127,9.90E+21
649,5203.393,8.53E+11,22604.86,9230.503,1628.06,11085796,38668973,12.07885,9955.558,8346.02,7.84E+19
650,2659.348,7.27E+10,35158.15,1982.849,1056.039,526073.6,56712154,11.61007,2067.49,4250.768,8.19E+18
651,10504.96,4.18E+10,17601.41,13223.55,9753.695,22576347,6640835,8.319014,2199.177,16882.11,1.07E+23
652,171.2707,1.78E+10,16618.59,3883.649,11675.1,1986226,31339035,12.80876,7585.187,259.1932,1.19E+22
653,1535.365,4.20E+11,33639.25,2680.265,7054.928,942284.1,52189427,8.490682,3397.532,2436.416,3.45E+22
654,3733.151,6.87E+11,9604.831,8765.56,8096.3,9938288,9914624,11.44247,12049.39,5978.722,2.82E+22
655,3911.73,8.32E+11,30020.68,12457.76,11733.77,20106942,25383672,10.3644,3634.569,6272.475,1.30E+22
656,5643.475,1.70E+12,6209.635,1107.66,938.7015,166494.7,17978645,8.613532,6584.363,9071.761,1.35E+22
657,1196.435,6.15E+10,31271.54,2352.069,11044.41,734645.5,39818496,6.848412,9349.796,1883.47,2.65E+22
658,6309.278,1.23E+11,29707.97,12854.33,2948.109,21383979,27395614,8.515275,2159.671,10143.09,2.27E+21
659,7244.682,5.64E+10,17244.02,2912.737,1950.739,1103553,17593827,9.658919,11417.29,11646.41,5.56E+21
660,7312.403,1.10E+11,24793.87,5223.781,9856.365,3553210,41555822,11.5077,7901.236,11732.81,9.56E+21
661,6007.173,1.39E+08,44137.55,3145.209,11572.43,1295349,51297325,7.392375,289.712,9624.706,7.76E+22
662,8153.302,1.33E+11,8800.706,3391.355,4532.168,1492409,28256505,11.34534,3937.449,13097.89,2.93E+21
663,9457.613,1.10E+11,15144.36,8013.445,3549.465,8346380,28873448,9.772803,5491.359,15188.72,1.89E+22
664,77.41272,1.04E+12,42261.26,3637.502,13376.5,1723898,33365973,11.04078,250.2058,103.6773,1.15E+21
665,4452.259,2.43E+11,13536.11,12102.22,7949.628,18911628,17055747,7.78606,10008.23,7153.731,4.60E+19
666,8178.92,1.24E+12,1786.945,12471.44,3329.457,20153676,17204352,11.32631,9929.22,13149.73,9.10E+16
667,6906.163,1.21E+10,37749.22,2584.541,4737.509,888796.5,25563469,10.68731,9231.278,11110.75,2.70E+22
668,2047.269,7.51E+10,446.7363,6960.483,3930.812,6281327,1061072,11.70435,12931.69,3283.113,5.80E+20
669,10393.19,1.52E+12,29261.23,13428.67,9724.36,23413233,29237524,11.68854,12892.18,16709.32,2.19E+23
670,8363.744,3.93E+10,14474.26,9394.601,4150.82,11405524,18240697,10.00881,2699.589,13426.21,3.37E+22
671,7494.804,5.69E+11,8934.727,11623.6,7568.28,17482452,10000227,11.84063,11759.67,12043.84,3.42E+19
672,8878.394,5.59E+11,10677,12512.46,8580.318,20224297,26914740,10.93053,12444.45,14255.62,4.54E+21
673,10587.07,2.14E+10,5762.899,5716.075,5984.222,4271457,5327092,10.66276,3660.906,17003.07,1.09E+21
674,39.32319,1.13E+12,4288.669,9175.804,3872.143,10901317,3696180,13.59717,6360.495,34.55909,5.41E+16
675,4490.798,8.37E+09,21934.75,4184.495,6966.925,2282644,27333140,11.70134,4582.717,7205.57,7.47E+22
676,757.411,3.19E+11,26134.08,9791.171,7788.289,12464972,32341448,9.946124,5004.116,1192.289,3.12E+19
677,3601.054,1.02E+12,19745.75,4116.121,6145.561,2195639,19693302,10.32173,12036.22,5754.088,4.17E+19
678,2957.459,4.17E+11,23587.68,6550.239,6204.23,5601186,14371822,13.83166,2620.577,4734.595,1.34E+23
679,6030.73,6.09E+10,7058.434,7439.102,6614.912,7169968,2767307,9.57839,8151.442,9676.545,1.05E+23
680,8210.29,2.33E+11,4780.079,4799.862,3241.453,2998056,15398380,8.873661,5649.384,13201.57,9.02E+20
681,1175.025,9.51E+10,9024.074,12225.29,718.6933,19325935,1892222,11.44594,4306.174,1866.191,8.31E+22
682,10695.48,4.17E+11,26491.46,13551.75,1466.721,23797338,26189137,10.61075,592.5927,17175.87,2.32E+20
683,9204.931,1.79E+12,20013.79,7876.696,4033.483,8082751,29599086,9.202721,7914.405,14791.29,1.15E+23
684,6490.473,1.08E+12,38598.02,5743.424,2581.429,4260817,39174415,8.570896,1369.548,10402.29,1.02E+18
685,1150.433,1.17E+12,19299.01,437.5942,11983.11,28103.14,20890924,10.53744,7097.944,1831.632,9.80E+21
686,9746.883,1.51E+09,18986.29,8792.909,146.6721,10001417,27201009,10.07128,4780.248,15672.55,7.60E+22
687,2433.222,5.40E+11,21264.65,7835.672,4326.827,7953405,19549146,12.25179,4385.186,3905.177,2.49E+19
688,4736.801,8.12E+11,39536.17,2775.988,8638.987,999494,69378708,8.749006,12747.33,7603,8.95E+22
689,7512.561,9.24E+11,19433.03,1422.181,7612.282,275261.8,9371828,12.11094,1975.309,12061.12,2.62E+22
690,4611.734,1.24E+10,10364.28,9736.472,12731.14,12246598,5686007,8.925189,7637.862,7395.645,9.24E+21
691,3435.172,6.97E+10,23006.92,6317.767,10443.05,5153991,23208638,13.09273,7005.763,5512.175,2.13E+23
692,6789.276,1.66E+12,22381.49,5415.229,498.6851,3841461,44032149,10.30857,11917.7,10903.39,7.86E+22
693,9733.108,5.44E+10,38419.32,4198.17,9739.028,2292305,16879637,4.744675,6900.413,15637.99,1.47E+20
694,4905.403,2.02E+12,7281.802,9216.829,5588.207,11053845,4459309,9.416916,12576.13,7862.193,5.30E+22
695,4682.745,3.54E+11,37704.55,3979.373,1642.728,2079670,21390460,8.07614,3331.688,7516.602,2.58E+22
696,9950.331,4.36E+11,36587.71,6016.921,8081.633,4714815,23873112,7.739936,5333.334,15983.58,6.89E+18
697,10664.3,1.52E+11,22738.88,8642.486,14300.53,9655998,27757989,12.35669,2265.021,17141.31,2.88E+23
698,3315.969,1.00E+11,5539.531,109.3986,2698.767,2426.774,15264001,11.88361,12681.48,5304.82,2.23E+20
699,3180.702,8.00E+10,44316.24,2256.345,13259.16,664709.3,20613384,7.202826,4635.392,5097.466,2.51E+23
700,8969.157,5.92E+11,35649.56,5661.375,2625.431,4192099,61877330,9.300225,6623.87,14411.14,1.91E+21
701,1435.88,7.87E+11,27116.9,1613.629,557.354,350958.8,36992973,11.41652,10548.15,2280.9,1.58E+21
702,9927.146,2.01E+10,24749.19,834.164,8946.998,96889.6,13345977,5.776137,10587.66,15931.74,1.29E+18
703,6344.714,5.23E+11,24213.11,9886.895,10061.71,12708246,6587281,12.81325,10218.93,10177.65,1.31E+22
704,5639.683,1.40E+11,13625.46,6851.085,836.031,6102094,16174988,8.82084,302.8807,9054.481,4.98E+17
